time,pr,eto,tmmn,tmmx,rmin,rmax,vs,srad
1990-01-01 06:00:00,0.0,1.8,-10.01,10.98,31.59,100.0,4.35,8.61
1990-01-02 06:00:00,0.0,1.97,-8.47,13.25,27.07,96.64,3.6,8.66
1990-01-03 06:00:00,0.0,1.46,-5.44,7.48,24.97,92.67,6.24,6.73
1990-01-04 06:00:00,0.0,1.23,-10.0,6.43,23.54,100.0,3.5,8.88
1990-01-05 06:00:00,0.0,1.54,-11.1,8.21,29.54,100.0,4.64,8.11
1990-01-06 06:00:00,0.0,1.76,-8.99,10.3,23.59,100.0,3.95,8.92
1990-01-07 06:00:00,0.0,2.12,-6.95,13.67,26.74,95.6,3.91,8.87
1990-01-08 06:00:00,0.0,3.69,-3.25,19.82,23.28,75.58,5.98,8.38
1990-01-09 06:00:00,0.0,2.24,-2.34,14.74,21.56,89.72,4.36,8.9
1990-01-10 06:00:00,0.0,4.04,-0.12,22.75,12.71,75.55,4.73,9.17
1990-01-11 06:00:00,0.0,2.07,-4.33,12.66,11.46,83.2,3.88,8.93
1990-01-12 06:00:00,0.0,1.43,-11.3,6.13,21.51,99.37,3.75,9.36
1990-01-13 06:00:00,0.0,2.08,-9.98,12.66,30.77,91.23,4.27,9.26
1990-01-14 06:00:00,0.0,2.67,-2.04,18.78,23.21,87.79,3.71,9.28
1990-01-15 06:00:00,0.0,1.83,-1.74,15.1,21.08,80.39,2.59,8.88
1990-01-16 06:00:00,0.0,1.84,-4.21,14.65,19.98,100.0,2.56,9.65
1990-01-17 06:00:00,0.0,1.73,-4.72,11.87,17.65,80.48,3.09,9.62
1990-01-18 06:00:00,0.72,0.74,-8.94,4.97,28.18,100.0,2.55,7.99
1990-01-19 06:00:00,15.46,0.22,-9.07,0.7,43.74,100.0,3.82,5.1
1990-01-20 06:00:00,1.44,0.27,-13.41,1.13,76.29,100.0,4.82,8.43
1990-01-21 06:00:00,0.0,0.83,-13.9,3.06,54.27,100.0,4.45,10.42
1990-01-22 06:00:00,0.0,0.98,-7.12,4.61,44.95,100.0,3.27,10.5
1990-01-23 06:00:00,0.0,0.91,-7.21,3.62,51.13,100.0,5.47,10.75
1990-01-24 06:00:00,0.0,0.58,-11.89,2.64,52.96,100.0,5.86,9.55
1990-01-25 06:00:00,0.0,0.7,-13.82,0.81,51.92,100.0,4.76,10.79
1990-01-26 06:00:00,0.0,0.81,-9.3,4.25,58.65,100.0,4.1,10.89
1990-01-27 06:00:00,0.0,0.63,-12.91,2.42,54.15,100.0,5.54,11.22
1990-01-28 06:00:00,0.0,0.76,-13.56,0.83,53.45,100.0,4.23,11.27
1990-01-29 06:00:00,0.0,0.78,-11.45,3.64,57.78,100.0,3.71,10.68
1990-01-30 06:00:00,0.0,0.74,-9.45,2.66,53.9,100.0,4.73,11.21
1990-01-31 06:00:00,0.0,0.69,-7.15,4.2,64.15,100.0,3.43,10.6
1990-02-01 06:00:00,0.0,0.6,-12.02,0.48,54.86,100.0,3.34,8.95
1990-02-02 06:00:00,0.0,0.4,-13.51,-2.13,72.98,100.0,1.82,7.87
1990-02-03 06:00:00,0.0,0.92,-9.51,2.0,60.49,100.0,3.91,11.59
1990-02-04 06:00:00,0.0,1.15,-8.4,4.61,56.28,90.62,4.48,11.63
1990-02-05 06:00:00,0.0,1.19,-4.21,5.84,53.84,100.0,4.12,11.47
1990-02-06 06:00:00,0.0,1.42,-5.87,8.38,42.14,100.0,3.69,11.73
1990-02-07 06:00:00,0.0,1.91,-2.97,12.45,36.84,88.12,3.44,11.61
1990-02-08 06:00:00,0.0,1.8,-0.81,9.6,26.25,79.95,3.33,11.38
1990-02-09 06:00:00,0.0,2.08,-3.72,11.51,23.94,87.2,3.77,12.09
1990-02-10 06:00:00,0.0,2.09,-2.22,11.29,24.85,77.53,4.37,11.97
1990-02-11 06:00:00,0.0,2.62,-0.1,16.42,30.41,81.53,4.14,12.08
1990-02-12 06:00:00,0.0,3.08,1.97,18.7,29.49,75.51,4.3,11.93
1990-02-13 06:00:00,0.0,2.22,-8.77,8.25,27.22,89.11,7.14,12.53
1990-02-14 06:00:00,0.0,0.87,-12.75,-4.48,30.29,81.22,4.56,9.18
1990-02-15 06:00:00,0.33,0.45,-13.0,-7.18,39.06,100.0,3.93,5.01
1990-02-16 06:00:00,0.0,0.96,-14.77,-0.72,39.89,100.0,3.57,13.39
1990-02-17 06:00:00,0.0,1.67,-11.84,7.05,42.79,100.0,6.82,12.91
1990-02-18 06:00:00,0.0,1.74,-5.04,5.73,33.93,80.41,4.48,13.26
1990-02-19 06:00:00,0.0,1.75,-7.1,5.86,23.11,80.27,3.64,11.87
1990-02-20 06:00:00,8.72,0.6,-6.95,1.09,23.43,100.0,4.14,7.67
1990-02-21 06:00:00,0.71,0.74,-9.13,3.79,68.56,100.0,4.2,12.7
1990-02-22 06:00:00,0.0,1.84,-4.45,8.78,40.17,99.74,6.24,11.76
1990-02-23 06:00:00,0.0,2.74,-2.49,14.67,33.1,96.26,5.39,13.86
1990-02-24 06:00:00,0.0,1.99,-0.97,9.97,30.03,81.06,4.03,14.06
1990-02-25 06:00:00,0.0,1.61,-5.41,6.08,39.77,96.31,4.66,14.22
1990-02-26 06:00:00,0.0,2.43,-4.48,15.43,38.99,100.0,3.89,13.56
1990-02-27 06:00:00,0.3,1.35,-4.25,5.9,34.6,95.95,4.44,8.68
1990-02-28 06:00:00,0.0,0.9,-5.76,4.29,46.22,100.0,1.89,9.14
1990-03-01 06:00:00,0.0,1.59,-7.23,7.79,44.04,100.0,3.6,15.75
1990-03-02 06:00:00,0.0,2.47,-6.05,13.87,28.44,100.0,3.49,16.06
1990-03-03 06:00:00,0.0,2.74,-2.98,13.08,26.84,70.39,4.48,16.14
1990-03-04 06:00:00,0.68,1.92,-1.05,15.26,31.2,97.76,2.47,9.77
1990-03-05 06:00:00,0.48,2.09,1.99,13.62,38.06,76.47,5.41,7.22
1990-03-06 06:00:00,16.89,1.29,2.58,13.45,48.3,100.0,8.55,10.91
1990-03-07 06:00:00,1.66,1.48,-0.61,10.98,52.72,100.0,3.8,14.02
1990-03-08 06:00:00,0.0,2.49,-2.86,16.38,39.43,100.0,3.5,16.71
1990-03-09 06:00:00,0.43,3.21,1.36,21.09,32.23,93.38,3.42,16.59
1990-03-10 06:00:00,0.0,3.07,5.28,21.96,33.91,100.0,4.39,13.96
1990-03-11 06:00:00,1.25,3.52,4.63,20.62,38.4,100.0,7.47,14.36
1990-03-12 06:00:00,0.0,4.65,4.15,20.63,20.11,85.98,6.07,17.17
1990-03-13 06:00:00,0.0,4.06,3.5,20.03,20.13,89.24,5.5,16.09
1990-03-14 06:00:00,0.0,2.68,-2.67,10.37,21.49,100.0,6.38,17.43
1990-03-15 06:00:00,0.0,2.91,0.33,11.73,24.02,81.31,5.83,11.37
1990-03-16 06:00:00,0.0,3.61,-0.08,12.99,21.66,73.33,7.46,15.24
1990-03-17 06:00:00,0.0,2.92,-2.86,15.57,21.49,73.92,3.26,16.2
1990-03-18 06:00:00,0.0,2.03,0.53,8.42,22.95,82.54,5.18,7.06
1990-03-19 06:00:00,0.0,2.82,-5.36,13.41,28.23,76.45,3.46,18.93
1990-03-20 06:00:00,0.0,4.49,-1.37,23.51,19.34,84.82,3.67,18.62
1990-03-21 06:00:00,0.0,4.04,6.0,22.59,16.74,47.63,3.29,14.96
1990-03-22 06:00:00,0.0,3.69,2.82,17.95,21.27,90.33,5.02,18.84
1990-03-23 06:00:00,2.12,1.67,-11.61,7.07,30.61,100.0,5.64,9.41
1990-03-24 06:00:00,0.62,0.86,-12.48,-1.95,63.97,100.0,2.29,13.23
1990-03-25 06:00:00,0.0,1.69,-12.2,7.64,48.06,100.0,2.73,19.35
1990-03-26 06:00:00,0.84,2.36,-7.13,10.4,34.46,99.55,4.38,17.25
1990-03-27 06:00:00,2.65,2.61,-4.56,13.72,34.81,100.0,6.83,18.02
1990-03-28 06:00:00,8.62,0.92,-0.08,8.65,43.12,100.0,3.91,7.0
1990-03-29 06:00:00,2.5,1.24,-0.92,8.76,55.83,100.0,3.22,9.58
1990-03-30 06:00:00,1.56,0.85,-2.13,6.27,57.05,100.0,1.72,6.1
1990-03-31 06:00:00,0.0,2.74,0.39,15.99,41.47,100.0,3.22,16.29
1990-04-01 06:00:00,0.27,3.88,3.46,17.28,31.76,77.81,4.81,20.97
1990-04-02 06:00:00,0.29,2.96,-0.32,14.06,29.31,75.88,3.45,19.44
1990-04-03 06:00:00,0.0,3.72,0.7,22.03,31.45,91.49,2.36,21.64
1990-04-04 06:00:00,1.96,3.41,5.26,16.91,27.18,76.79,4.2,16.63
1990-04-05 06:00:00,6.04,1.46,-3.35,7.67,34.53,100.0,5.37,9.3
1990-04-06 06:00:00,0.29,2.32,-5.57,9.41,37.66,99.55,3.09,20.87
1990-04-07 06:00:00,0.0,3.13,-2.79,16.34,36.17,97.44,2.63,22.32
1990-04-08 06:00:00,0.0,4.25,1.73,20.94,34.03,90.19,6.28,20.57
1990-04-09 06:00:00,0.68,4.35,5.24,21.42,38.94,100.0,5.68,21.24
1990-04-10 06:00:00,1.21,2.35,-0.56,11.01,35.52,97.21,4.48,14.87
1990-04-11 06:00:00,0.0,2.1,-1.7,8.91,43.31,83.7,2.99,15.13
1990-04-12 06:00:00,3.36,2.89,-1.96,14.86,49.49,93.74,5.64,19.96
1990-04-13 06:00:00,2.0,3.46,0.01,17.4,34.46,100.0,3.79,22.79
1990-04-14 06:00:00,0.8,4.96,3.62,23.92,25.62,79.27,4.29,21.59
1990-04-15 06:00:00,0.0,3.77,6.13,18.01,23.51,97.66,4.9,22.95
1990-04-16 06:00:00,0.0,3.9,3.34,19.93,42.35,100.0,6.51,19.31
1990-04-17 06:00:00,0.0,2.3,-0.49,6.99,31.16,81.3,5.12,12.2
1990-04-18 06:00:00,0.0,4.05,-0.12,16.87,39.24,78.87,8.42,23.31
1990-04-19 06:00:00,0.0,4.17,0.99,23.2,36.99,100.0,3.45,23.52
1990-04-20 06:00:00,0.29,4.53,6.78,24.21,33.11,94.13,3.19,23.05
1990-04-21 06:00:00,0.0,5.48,8.8,25.9,30.58,86.1,4.89,23.77
1990-04-22 06:00:00,1.08,6.97,9.83,29.98,23.71,95.17,6.72,22.48
1990-04-23 06:00:00,2.26,6.5,12.57,29.39,23.39,100.0,6.54,21.83
1990-04-24 06:00:00,0.0,6.12,11.49,26.48,23.94,100.0,8.08,23.8
1990-04-25 06:00:00,1.59,4.21,9.58,22.65,26.69,100.0,6.73,20.12
1990-04-26 06:00:00,3.05,4.35,7.21,23.49,30.77,98.97,2.88,23.28
1990-04-27 06:00:00,3.42,4.15,4.03,16.83,26.61,92.73,7.03,20.42
1990-04-28 06:00:00,1.54,5.25,2.66,25.03,31.83,91.07,5.52,22.47
1990-04-29 06:00:00,0.67,3.87,1.96,17.26,31.98,100.0,6.84,16.72
1990-04-30 06:00:00,0.0,2.31,0.74,11.65,32.5,77.26,1.53,15.14
1990-05-01 06:00:00,0.0,2.81,3.45,12.72,33.22,73.47,3.81,14.27
1990-05-02 06:00:00,6.88,2.97,1.49,13.62,36.35,88.01,3.97,17.28
1990-05-03 06:00:00,21.74,1.11,1.84,8.26,36.14,100.0,7.41,9.62
1990-05-04 06:00:00,0.31,4.09,1.94,18.24,31.09,100.0,4.22,23.72
1990-05-05 06:00:00,0.38,4.1,5.41,18.28,30.3,80.73,4.65,21.16
1990-05-06 06:00:00,0.0,5.54,4.64,24.13,26.32,79.94,4.94,25.19
1990-05-07 06:00:00,0.61,6.95,7.69,28.95,26.89,81.38,5.91,24.87
1990-05-08 06:00:00,13.39,4.13,7.58,20.74,24.49,93.09,5.43,23.46
1990-05-09 06:00:00,6.7,3.59,4.15,14.35,32.48,100.0,7.94,19.62
1990-05-10 06:00:00,0.0,4.32,1.27,18.52,33.8,78.67,5.04,25.51
1990-05-11 06:00:00,4.91,4.54,6.35,21.49,36.92,85.24,6.04,24.7
1990-05-12 06:00:00,1.13,2.97,5.87,15.89,47.05,100.0,4.62,20.71
1990-05-13 06:00:00,5.67,4.26,3.89,23.35,51.95,100.0,6.02,23.7
1990-05-14 06:00:00,0.98,4.65,8.99,22.11,33.08,100.0,4.24,25.56
1990-05-15 06:00:00,6.0,4.42,10.14,25.85,36.44,100.0,2.54,22.96
1990-05-16 06:00:00,1.19,3.46,8.25,17.78,28.31,100.0,4.93,15.44
1990-05-17 06:00:00,0.0,5.23,5.26,23.28,31.49,78.39,4.38,25.52
1990-05-18 06:00:00,1.0,6.99,9.23,29.54,32.75,80.36,8.02,25.11
1990-05-19 06:00:00,0.56,6.1,12.36,26.38,23.37,76.1,4.34,25.95
1990-05-20 06:00:00,0.93,4.35,9.11,22.43,24.07,100.0,5.02,24.02
1990-05-21 06:00:00,0.0,5.16,7.17,26.59,27.8,100.0,2.66,26.0
1990-05-22 06:00:00,0.0,7.69,10.82,30.93,25.76,93.69,6.87,25.74
1990-05-23 06:00:00,2.55,6.51,12.89,30.6,24.68,86.95,4.53,25.76
1990-05-24 06:00:00,0.28,5.9,12.9,31.84,34.47,100.0,3.32,24.96
1990-05-25 06:00:00,0.5,5.78,12.55,27.9,27.73,100.0,4.48,25.85
1990-05-26 06:00:00,11.43,4.76,13.69,25.6,32.77,100.0,4.43,21.42
1990-05-27 06:00:00,22.87,3.37,11.52,20.62,41.37,100.0,3.35,18.69
1990-05-28 06:00:00,0.0,4.6,9.32,22.87,43.51,96.98,4.76,23.72
1990-05-29 06:00:00,23.64,2.11,8.61,18.21,41.93,100.0,7.05,14.81
1990-05-30 06:00:00,14.45,1.89,9.24,16.77,73.75,100.0,4.04,11.39
1990-05-31 06:00:00,2.24,4.84,8.18,26.66,52.47,100.0,6.16,25.88
1990-06-01 06:00:00,1.4,7.35,15.23,30.16,30.94,100.0,8.41,27.42
1990-06-02 06:00:00,0.78,6.98,10.11,25.21,20.75,89.83,6.66,28.78
1990-06-03 06:00:00,0.0,6.16,11.22,24.02,20.11,63.15,4.68,28.64
1990-06-04 06:00:00,0.0,8.39,9.62,32.24,27.27,89.17,7.14,28.42
1990-06-05 06:00:00,0.0,6.7,15.05,29.49,25.51,100.0,5.98,28.25
1990-06-06 06:00:00,1.71,6.33,14.49,28.76,39.19,95.01,5.39,27.86
1990-06-07 06:00:00,3.66,5.98,12.99,31.86,46.0,100.0,3.04,27.21
1990-06-08 06:00:00,0.38,6.59,18.36,32.41,34.34,100.0,3.84,27.02
1990-06-09 06:00:00,1.0,7.0,16.74,31.78,33.25,100.0,5.78,27.29
1990-06-10 06:00:00,0.56,8.29,17.43,32.95,33.25,100.0,8.17,26.82
1990-06-11 06:00:00,0.0,10.27,17.79,35.92,22.71,85.68,8.64,28.31
1990-06-12 06:00:00,0.0,8.68,18.33,35.24,20.01,81.84,5.13,28.15
1990-06-13 06:00:00,0.0,7.75,16.58,31.66,18.8,87.51,4.58,29.04
1990-06-14 06:00:00,0.0,7.47,15.14,34.76,22.73,97.21,4.66,28.17
1990-06-15 06:00:00,0.0,7.64,17.78,36.3,27.32,100.0,4.03,27.38
1990-06-16 06:00:00,0.0,9.74,19.47,36.28,17.76,88.22,6.19,28.55
1990-06-17 06:00:00,0.29,6.86,13.92,31.38,15.53,87.55,3.02,29.0
1990-06-18 06:00:00,0.7,10.14,17.11,38.57,19.97,75.85,6.33,28.2
1990-06-19 06:00:00,3.42,8.12,19.86,33.7,16.56,65.24,5.52,26.48
1990-06-20 06:00:00,3.64,6.39,18.35,30.27,27.36,90.57,2.6,28.46
1990-06-21 06:00:00,0.92,7.26,16.13,31.36,28.46,96.99,5.71,25.43
1990-06-22 06:00:00,0.0,6.22,9.78,27.81,20.85,75.15,3.03,29.01
1990-06-23 06:00:00,0.0,7.34,13.3,31.38,22.84,66.77,4.28,28.54
1990-06-24 06:00:00,0.0,7.7,15.73,35.57,28.67,85.1,3.92,28.28
1990-06-25 06:00:00,0.0,9.1,18.28,38.72,17.83,92.22,4.81,27.53
1990-06-26 06:00:00,1.62,8.93,21.0,38.07,16.89,65.94,4.61,28.09
1990-06-27 06:00:00,0.0,9.43,20.63,37.68,22.8,91.95,6.31,28.07
1990-06-28 06:00:00,0.0,10.23,20.47,42.18,16.16,79.38,4.81,28.28
1990-06-29 06:00:00,0.68,9.7,21.72,41.19,14.48,62.71,4.39,28.1
1990-06-30 06:00:00,0.0,9.05,21.37,38.9,17.61,58.36,4.16,28.14
1990-07-01 06:00:00,0.0,10.82,20.43,41.17,12.47,60.94,5.4,28.36
1990-07-02 06:00:00,0.0,12.39,21.21,40.52,9.83,45.53,7.07,28.7
1990-07-03 06:00:00,0.82,12.05,20.99,39.72,10.36,61.92,8.09,28.03
1990-07-04 06:00:00,3.15,7.45,21.26,36.67,15.87,61.89,3.33,24.73
1990-07-05 06:00:00,7.17,6.79,18.98,32.73,20.95,100.0,4.96,27.07
1990-07-06 06:00:00,0.3,8.61,17.52,36.61,22.71,100.0,6.47,26.25
1990-07-07 06:00:00,1.45,10.38,19.62,37.88,21.74,78.9,7.65,27.55
1990-07-08 06:00:00,5.03,7.56,19.98,35.22,21.3,70.74,4.22,25.57
1990-07-09 06:00:00,0.64,5.83,19.53,34.08,26.13,98.34,2.22,23.83
1990-07-10 06:00:00,0.99,5.36,20.12,33.21,28.37,88.19,2.72,20.71
1990-07-11 06:00:00,0.74,6.03,14.69,31.04,31.41,100.0,3.99,25.72
1990-07-12 06:00:00,0.0,5.4,12.67,24.19,25.24,92.22,5.74,22.07
1990-07-13 06:00:00,0.0,5.22,7.71,23.27,22.78,91.31,2.85,28.57
1990-07-14 06:00:00,0.0,6.27,9.36,28.2,23.64,74.71,3.34,28.15
1990-07-15 06:00:00,0.0,6.46,13.57,32.0,22.85,73.57,2.72,27.52
1990-07-16 06:00:00,0.0,8.2,15.38,33.91,22.68,94.88,5.94,27.39
1990-07-17 06:00:00,0.0,8.45,15.51,35.22,25.21,100.0,6.54,27.15
1990-07-18 06:00:00,0.0,8.65,17.77,36.06,27.37,96.45,6.43,27.12
1990-07-19 06:00:00,6.29,6.23,17.05,33.49,26.22,100.0,4.63,21.56
1990-07-20 06:00:00,1.18,5.14,15.16,29.41,31.37,100.0,4.33,23.27
1990-07-21 06:00:00,4.53,3.78,14.43,24.64,40.58,100.0,5.06,16.97
1990-07-22 06:00:00,0.57,4.64,12.21,24.95,34.8,100.0,2.5,24.06
1990-07-23 06:00:00,7.23,5.58,12.61,28.79,36.44,100.0,4.94,25.35
1990-07-24 06:00:00,2.13,6.53,15.1,31.93,40.7,100.0,6.15,26.56
1990-07-25 06:00:00,1.25,6.71,17.39,33.7,37.23,100.0,5.72,24.64
1990-07-26 06:00:00,0.52,7.27,17.91,35.28,34.69,95.31,5.01,26.08
1990-07-27 06:00:00,28.57,5.29,20.11,31.99,32.7,100.0,2.54,22.35
1990-07-28 06:00:00,6.19,5.58,20.88,31.46,36.31,93.28,2.18,24.82
1990-07-29 06:00:00,3.8,5.15,16.62,29.33,36.15,100.0,2.12,25.19
1990-07-30 06:00:00,0.78,4.13,14.68,26.38,31.91,100.0,2.37,21.25
1990-07-31 06:00:00,0.0,5.4,15.25,28.47,45.58,100.0,4.99,24.57
1990-08-01 06:00:00,0.0,6.5,14.04,31.24,42.59,100.0,6.64,26.18
1990-08-02 06:00:00,3.61,6.27,14.56,33.46,31.81,100.0,3.65,25.46
1990-08-03 06:00:00,3.59,5.52,19.0,31.9,28.78,94.47,2.15,24.43
1990-08-04 06:00:00,1.19,5.81,15.57,29.1,32.02,100.0,4.02,25.5
1990-08-05 06:00:00,1.61,4.77,13.68,25.97,33.66,90.61,3.05,22.33
1990-08-06 06:00:00,0.0,5.34,11.13,26.33,34.79,100.0,3.97,25.96
1990-08-07 06:00:00,0.0,6.32,10.33,29.7,35.26,96.29,5.1,26.1
1990-08-08 06:00:00,0.0,6.33,12.56,34.76,25.64,95.65,2.75,25.77
1990-08-09 06:00:00,0.0,6.43,15.9,33.79,23.42,81.0,2.93,25.85
1990-08-10 06:00:00,0.43,6.11,16.12,34.11,25.4,85.88,3.04,24.56
1990-08-11 06:00:00,8.36,5.03,16.97,29.49,31.61,100.0,3.41,23.43
1990-08-12 06:00:00,10.96,4.44,16.92,26.61,41.55,100.0,3.23,22.28
1990-08-13 06:00:00,0.0,4.91,12.95,27.96,43.57,100.0,4.14,23.9
1990-08-14 06:00:00,1.54,4.92,15.35,30.35,42.66,100.0,3.78,20.72
1990-08-15 06:00:00,4.08,4.56,16.81,29.06,40.22,100.0,3.42,20.68
1990-08-16 06:00:00,0.0,6.47,18.04,33.17,35.9,100.0,4.96,24.09
1990-08-17 06:00:00,0.93,6.94,17.49,34.55,32.33,96.96,4.91,24.09
1990-08-18 06:00:00,4.34,5.2,18.77,33.36,27.69,94.06,2.35,21.28
1990-08-19 06:00:00,7.87,5.09,17.64,30.59,29.75,100.0,2.68,24.16
1990-08-20 06:00:00,0.91,5.7,15.83,32.24,42.53,100.0,4.4,23.62
1990-08-21 06:00:00,0.61,6.37,17.62,34.04,33.7,100.0,5.13,22.78
1990-08-22 06:00:00,0.89,7.01,18.73,34.31,29.5,99.71,5.42,22.7
1990-08-23 06:00:00,0.26,5.45,17.03,32.55,28.08,87.09,3.61,18.32
1990-08-24 06:00:00,0.0,6.17,16.83,33.23,29.27,91.53,3.54,23.91
1990-08-25 06:00:00,0.0,7.44,16.44,36.87,17.85,90.67,3.92,24.08
1990-08-26 06:00:00,0.0,7.77,16.67,37.97,14.22,69.95,3.74,24.13
1990-08-27 06:00:00,0.0,6.96,18.48,38.09,13.92,58.41,2.96,23.68
1990-08-28 06:00:00,0.0,6.62,19.37,37.95,15.6,57.79,2.65,23.56
1990-08-29 06:00:00,0.0,6.3,18.63,34.86,15.54,90.09,3.64,22.99
1990-08-30 06:00:00,0.0,9.44,17.69,39.79,17.25,83.96,5.92,23.07
1990-08-31 06:00:00,0.0,8.27,17.26,38.06,15.57,59.0,4.7,22.96
1990-09-01 06:00:00,0.26,6.55,18.04,37.16,18.73,70.84,3.48,20.99
1990-09-02 06:00:00,0.0,7.88,18.17,36.05,23.43,70.65,5.61,20.99
1990-09-03 06:00:00,0.0,7.62,14.27,33.93,24.56,85.14,6.6,21.17
1990-09-04 06:00:00,0.0,7.2,15.36,33.74,25.96,89.5,6.46,20.69
1990-09-05 06:00:00,0.31,7.99,16.43,35.34,25.95,88.61,6.95,20.52
1990-09-06 06:00:00,1.4,6.15,16.48,35.78,23.89,88.89,3.81,18.73
1990-09-07 06:00:00,0.31,5.86,15.87,33.7,22.65,91.19,3.59,20.17
1990-09-08 06:00:00,0.0,5.46,15.31,34.48,20.96,73.77,2.56,20.2
1990-09-09 06:00:00,0.45,5.23,16.13,35.79,15.6,59.64,2.02,20.23
1990-09-10 06:00:00,7.71,5.08,17.28,32.81,15.2,67.32,2.43,18.9
1990-09-11 06:00:00,0.0,5.55,13.64,31.35,20.01,95.32,3.9,19.92
1990-09-12 06:00:00,0.0,6.05,12.9,32.44,25.36,96.57,4.5,20.01
1990-09-13 06:00:00,0.0,6.67,12.29,33.94,22.92,100.0,5.2,19.94
1990-09-14 06:00:00,0.0,5.13,9.93,26.55,21.28,67.36,4.01,19.83
1990-09-15 06:00:00,0.0,5.78,9.42,33.8,20.56,69.85,3.15,19.7
1990-09-16 06:00:00,0.48,5.23,9.07,26.38,18.87,84.73,5.56,17.9
1990-09-17 06:00:00,7.36,1.39,8.97,19.12,28.48,100.0,5.53,5.38
1990-09-18 06:00:00,1.57,3.53,9.04,26.49,44.81,100.0,3.71,18.85
1990-09-19 06:00:00,0.58,2.58,10.05,23.48,42.31,100.0,6.1,14.37
1990-09-20 06:00:00,0.0,3.86,11.2,26.74,37.3,100.0,4.95,18.3
1990-09-21 06:00:00,0.0,2.43,10.63,20.82,36.99,94.83,3.04,8.48
1990-09-22 06:00:00,0.0,4.38,7.27,22.91,25.85,100.0,4.94,18.63
1990-09-23 06:00:00,0.0,3.89,3.05,21.98,24.41,76.21,3.75,18.56
1990-09-24 06:00:00,0.0,4.65,5.13,30.71,23.37,100.0,2.87,18.43
1990-09-25 06:00:00,0.0,4.85,12.15,31.86,17.45,59.39,2.62,18.07
1990-09-26 06:00:00,0.0,4.43,13.23,32.73,19.02,63.59,2.18,17.51
1990-09-27 06:00:00,0.58,4.6,13.66,29.44,20.35,69.29,3.32,16.27
1990-09-28 06:00:00,6.55,2.45,7.19,22.0,26.75,93.96,2.59,10.64
1990-09-29 06:00:00,7.35,0.67,7.3,14.63,41.68,100.0,1.7,4.79
1990-09-30 06:00:00,0.0,2.67,4.37,23.88,56.89,100.0,3.77,17.11
1990-10-01 06:00:00,0.0,4.25,8.36,28.35,36.2,100.0,4.87,17.42
1990-10-02 06:00:00,4.94,3.83,11.74,26.3,38.91,100.0,7.98,13.89
1990-10-03 06:00:00,1.28,2.72,6.41,18.98,34.11,100.0,3.97,17.39
1990-10-04 06:00:00,0.0,4.98,6.5,28.05,21.58,100.0,4.4,17.2
1990-10-05 06:00:00,0.0,5.83,9.6,32.32,15.6,91.8,4.12,17.4
1990-10-06 06:00:00,0.0,4.33,6.92,22.79,14.8,77.78,5.51,16.99
1990-10-07 06:00:00,0.0,2.54,-0.42,12.64,31.9,98.6,5.55,14.92
1990-10-08 06:00:00,2.38,1.12,-1.11,8.05,40.16,100.0,4.64,4.47
1990-10-09 06:00:00,0.0,2.15,-4.34,13.02,30.94,100.0,3.05,16.5
1990-10-10 06:00:00,0.0,3.79,-2.28,21.96,27.88,96.28,4.08,16.22
1990-10-11 06:00:00,0.0,3.93,4.32,21.65,27.24,79.91,4.99,15.61
1990-10-12 06:00:00,0.0,3.03,-1.81,18.24,26.86,100.0,4.18,16.21
1990-10-13 06:00:00,0.0,4.52,1.4,26.0,17.45,100.0,4.02,15.85
1990-10-14 06:00:00,0.0,3.47,3.72,18.84,16.69,73.74,3.92,15.69
1990-10-15 06:00:00,0.0,4.14,1.04,23.26,27.15,77.41,4.64,15.35
1990-10-16 06:00:00,0.0,4.9,5.1,28.81,21.83,100.0,4.21,15.23
1990-10-17 06:00:00,0.0,4.67,-0.08,18.92,18.12,72.31,8.95,15.31
1990-10-18 06:00:00,0.0,3.73,-4.02,18.5,19.63,84.85,4.83,15.19
1990-10-19 06:00:00,0.5,4.99,2.09,28.21,20.33,69.74,4.27,14.6
1990-10-20 06:00:00,7.92,2.7,-0.09,17.72,18.54,100.0,7.66,5.52
1990-10-21 06:00:00,0.0,2.12,-2.98,13.32,33.65,100.0,3.07,14.76
1990-10-22 06:00:00,0.0,3.3,-1.97,21.36,27.96,92.63,3.55,14.32
1990-10-23 06:00:00,0.26,2.73,7.99,20.71,26.36,59.58,2.51,14.09
1990-10-24 06:00:00,0.0,1.94,2.43,16.63,31.96,100.0,2.25,14.08
1990-10-25 06:00:00,0.0,3.1,1.66,22.93,29.78,100.0,3.25,13.96
1990-10-26 06:00:00,0.0,4.16,4.69,26.96,23.42,84.09,3.77,13.84
1990-10-27 06:00:00,0.0,3.59,5.33,18.39,14.83,61.62,4.52,13.78
1990-10-28 06:00:00,0.0,4.38,0.79,22.4,21.56,63.05,5.42,13.62
1990-10-29 06:00:00,0.0,3.58,4.32,25.45,25.85,82.82,3.39,13.49
1990-10-30 06:00:00,0.0,3.33,6.18,25.18,21.67,67.61,2.93,13.21
1990-10-31 06:00:00,0.0,4.72,6.56,27.75,21.52,74.04,4.52,13.2
1990-11-01 06:00:00,0.0,3.96,7.63,27.32,15.87,74.53,3.46,10.89
1990-11-02 06:00:00,3.65,2.71,-0.69,18.53,18.04,70.73,5.45,11.31
1990-11-03 06:00:00,14.02,0.6,-4.47,4.68,38.94,100.0,7.62,3.99
1990-11-04 06:00:00,0.3,0.71,-7.44,3.91,56.78,100.0,2.93,8.25
